,stamp,lon,lat,speed
34228,2021-11-07 17:42:42.240,,,1.19
34229,2021-11-07 17:42:42.280,,,1.186
34230,2021-11-07 17:42:42.320,,,1.189
34231,2021-11-07 17:42:42.360,,,1.184
34232,2021-11-07 17:42:42.400,,,1.184
34233,2021-11-07 17:42:42.440,,,1.186
34234,2021-11-07 17:42:42.480,,,1.184
34235,2021-11-07 17:42:42.520,,,1.192
34236,2021-11-07 17:42:42.560,,,1.201
34237,2021-11-07 17:42:42.600,,,1.208
34238,2021-11-07 17:42:42.640,,,1.206
34239,2021-11-07 17:42:42.680,,,1.219
34240,2021-11-07 17:42:42.720,,,1.222
34241,2021-11-07 17:42:42.760,,,1.229
34242,2021-11-07 17:42:42.800,,,1.241
34243,2021-11-07 17:42:42.840,,,1.254
34244,2021-11-07 17:42:42.880,,,1.192
34245,2021-11-07 17:42:42.920,,,1.14
34246,2021-11-07 17:42:42.960,,,1.096
34247,2021-11-07 17:42:43.000,,,1.043
34248,2021-11-07 17:42:43.040,,,0.994
34249,2021-11-07 17:42:43.080,,,0.934
34250,2021-11-07 17:42:43.120,,,0.934
34251,2021-11-07 17:42:43.160,,,0.933
34252,2021-11-07 17:42:43.200,,,0.936
34253,2021-11-07 17:42:43.240,,,0.942
34254,2021-11-07 17:42:43.280,,,0.964
34255,2021-11-07 17:42:43.320,,,0.975
34256,2021-11-07 17:42:43.360,,,0.991
34257,2021-11-07 17:42:43.400,,,1.016
34258,2021-11-07 17:42:43.440,,,1.022
34259,2021-11-07 17:42:43.480,,,1.021
34260,2021-11-07 17:42:43.520,,,1.018
34261,2021-11-07 17:42:43.560,,,0.994
34262,2021-11-07 17:42:43.600,,,0.969
34263,2021-11-07 17:42:43.640,,,0.941
34264,2021-11-07 17:42:43.680,,,0.924
34265,2021-11-07 17:42:43.720,,,0.91
34266,2021-11-07 17:42:43.760,,,0.899
34267,2021-11-07 17:42:43.800,,,0.892
34268,2021-11-07 17:42:43.840,,,0.907
34269,2021-11-07 17:42:43.880,,,0.959
34270,2021-11-07 17:42:43.920,,,0.996
34271,2021-11-07 17:42:43.960,,,0.991
34272,2021-11-07 17:42:44.000,,,0.941
34273,2021-11-07 17:42:44.040,,,0.888
34274,2021-11-07 17:42:44.080,,,0.851
34275,2021-11-07 17:42:44.120,,,0.823
34276,2021-11-07 17:42:44.160,,,0.792
34277,2021-11-07 17:42:44.200,,,0.802
34278,2021-11-07 17:42:44.240,,,0.804
34279,2021-11-07 17:42:44.280,,,0.804
34280,2021-11-07 17:42:44.320,,,0.805
34281,2021-11-07 17:42:44.360,,,0.778
34282,2021-11-07 17:42:44.400,,,0.757
34283,2021-11-07 17:42:44.440,,,0.733
34284,2021-11-07 17:42:44.480,,,0.7
34285,2021-11-07 17:42:44.520,,,0.673
34286,2021-11-07 17:42:44.560,,,0.628
34287,2021-11-07 17:42:44.600,,,0.601
34288,2021-11-07 17:42:44.640,,,0.567
34289,2021-11-07 17:42:44.680,,,0.526
34290,2021-11-07 17:42:44.720,,,0.489
34291,2021-11-07 17:42:44.760,,,0.469
34292,2021-11-07 17:42:44.800,,,0.481
34293,2021-11-07 17:42:44.840,,,0.492
34294,2021-11-07 17:42:44.880,,,0.5
34295,2021-11-07 17:42:44.920,,,0.511
34296,2021-11-07 17:42:44.960,,,0.517
34297,2021-11-07 17:42:45.000,,,0.533
34298,2021-11-07 17:42:45.040,,,0.548
34299,2021-11-07 17:42:45.080,,,0.548
34300,2021-11-07 17:42:45.120,,,0.546
34301,2021-11-07 17:42:45.160,,,0.524
34302,2021-11-07 17:42:45.200,,,0.505
34303,2021-11-07 17:42:45.240,,,0.484
34304,2021-11-07 17:42:45.280,,,0.458
34305,2021-11-07 17:42:45.320,,,0.446
34306,2021-11-07 17:42:45.360,,,0.414
34307,2021-11-07 17:42:45.400,,,0.39
34308,2021-11-07 17:42:45.440,,,0.367
34309,2021-11-07 17:42:45.480,,,0.337
34310,2021-11-07 17:42:45.520,,,0.326
34311,2021-11-07 17:42:45.560,,,0.299
34312,2021-11-07 17:42:45.600,,,0.289
34313,2021-11-07 17:42:45.640,,,0.283
34314,2021-11-07 17:42:45.680,,,0.306
34315,2021-11-07 17:42:45.720,,,0.289
34316,2021-11-07 17:42:45.760,,,0.291
34317,2021-11-07 17:42:45.800,,,0.318
34318,2021-11-07 17:42:45.840,,,0.327
34319,2021-11-07 17:42:45.880,,,0.333
34320,2021-11-07 17:42:45.920,,,0.332
34321,2021-11-07 17:42:45.960,,,0.322
34322,2021-11-07 17:42:46.000,,,0.314
34323,2021-11-07 17:42:46.040,,,0.322
34324,2021-11-07 17:42:46.080,,,0.31
34325,2021-11-07 17:42:46.120,,,0.316
34326,2021-11-07 17:42:46.160,,,0.307
34327,2021-11-07 17:42:46.200,,,0.254
34328,2021-11-07 17:42:46.240,,,0.263
34329,2021-11-07 17:42:46.280,,,0.28
34330,2021-11-07 17:42:46.320,,,0.28
34331,2021-11-07 17:42:46.360,,,0.285
34332,2021-11-07 17:42:46.400,,,0.29
34333,2021-11-07 17:42:46.440,,,0.353
34334,2021-11-07 17:42:46.480,,,0.348
34335,2021-11-07 17:42:46.520,,,0.355
34336,2021-11-07 17:42:46.560,,,0.372
34337,2021-11-07 17:42:46.600,,,0.397
34338,2021-11-07 17:42:46.640,,,0.463
34339,2021-11-07 17:42:46.680,,,0.468
34340,2021-11-07 17:42:46.720,,,0.451
34341,2021-11-07 17:42:46.760,,,0.403
34342,2021-11-07 17:42:46.800,,,0.337
34343,2021-11-07 17:42:46.840,,,0.329
34344,2021-11-07 17:42:46.880,,,0.357
34345,2021-11-07 17:42:46.920,,,0.458
34346,2021-11-07 17:42:46.960,,,0.467
34347,2021-11-07 17:42:47.000,,,0.466
34348,2021-11-07 17:42:47.040,,,0.468
34349,2021-11-07 17:42:47.080,,,0.468
34350,2021-11-07 17:42:47.120,,,0.465
34351,2021-11-07 17:42:47.160,,,0.462
34352,2021-11-07 17:42:47.200,,,0.459
34353,2021-11-07 17:42:47.240,,,0.447
34354,2021-11-07 17:42:47.280,,,0.437
34355,2021-11-07 17:42:47.320,,,0.427
34356,2021-11-07 17:42:47.360,,,0.418
34357,2021-11-07 17:42:47.400,,,0.411
34358,2021-11-07 17:42:47.440,,,0.404
34359,2021-11-07 17:42:47.480,,,0.408
34360,2021-11-07 17:42:47.520,,,0.414
34361,2021-11-07 17:42:47.560,,,0.425
34362,2021-11-07 17:42:47.600,,,0.439
34363,2021-11-07 17:42:47.640,,,0.462
34364,2021-11-07 17:42:47.680,,,0.459
34365,2021-11-07 17:42:47.720,,,0.455
34366,2021-11-07 17:42:47.760,,,0.465
34367,2021-11-07 17:42:47.800,,,0.452
34368,2021-11-07 17:42:47.840,,,0.434
34369,2021-11-07 17:42:47.880,,,0.415
34370,2021-11-07 17:42:47.920,,,0.395
34371,2021-11-07 17:42:47.960,,,0.373
34372,2021-11-07 17:42:48.000,,,0.354
34373,2021-11-07 17:42:48.040,,,0.336
34374,2021-11-07 17:42:48.080,,,0.209
34375,2021-11-07 17:42:48.120,,,0.198
34376,2021-11-07 17:42:48.160,,,0.163
34377,2021-11-07 17:42:48.200,,,0.129
34378,2021-11-07 17:42:48.240,,,0.091
34379,2021-11-07 17:42:48.280,,,0.066
34380,2021-11-07 17:42:48.320,,,0.038
34381,2021-11-07 17:42:48.360,,,0.023
34382,2021-11-07 17:42:48.400,,,0.027
34383,2021-11-07 17:42:48.440,,,0.031
34384,2021-11-07 17:42:48.480,,,0.036
34385,2021-11-07 17:42:48.520,,,0.041
34386,2021-11-07 17:42:48.560,,,0.046
34387,2021-11-07 17:42:48.600,,,0.051
34388,2021-11-07 17:42:48.640,,,0.057
34389,2021-11-07 17:42:48.680,,,0.028
34390,2021-11-07 17:42:48.720,,,0.004
34391,2021-11-07 17:42:48.760,,,0.016
34392,2021-11-07 17:42:48.800,,,0.027
34393,2021-11-07 17:42:48.840,,,0.038
34394,2021-11-07 17:42:48.880,,,0.046
34395,2021-11-07 17:42:48.920,,,0.055
34396,2021-11-07 17:42:48.960,,,0.079
34397,2021-11-07 17:42:49.000,,,0.109
34398,2021-11-07 17:42:49.040,,,0.14
34399,2021-11-07 17:42:49.080,,,0.172
34400,2021-11-07 17:42:49.120,,,0.206
34401,2021-11-07 17:42:49.160,,,0.246
34402,2021-11-07 17:42:49.200,,,0.265
34403,2021-11-07 17:42:49.240,,,0.284
34404,2021-11-07 17:42:49.280,,,0.302
34405,2021-11-07 17:42:49.320,,,0.32
34406,2021-11-07 17:42:49.360,,,0.337
34407,2021-11-07 17:42:49.400,,,0.358
34408,2021-11-07 17:42:49.440,,,0.383
34409,2021-11-07 17:42:49.480,,,0.403
34410,2021-11-07 17:42:49.520,,,0.416
34411,2021-11-07 17:42:49.560,,,0.418
34412,2021-11-07 17:42:49.600,,,0.424
34413,2021-11-07 17:42:49.640,,,0.397
34414,2021-11-07 17:42:49.680,,,0.363
34415,2021-11-07 17:42:49.720,,,0.337
34416,2021-11-07 17:42:49.760,,,0.321
34417,2021-11-07 17:42:49.800,,,0.314
34418,2021-11-07 17:42:49.840,,,0.336
34419,2021-11-07 17:42:49.880,,,0.36
34420,2021-11-07 17:42:49.920,,,0.34
34421,2021-11-07 17:42:49.960,,,0.321
34422,2021-11-07 17:42:50.000,,,0.301
34423,2021-11-07 17:42:50.040,,,0.28
34424,2021-11-07 17:42:50.080,,,0.254
34425,2021-11-07 17:42:50.120,,,0.229
34426,2021-11-07 17:42:50.160,,,0.205
34427,2021-11-07 17:42:50.200,,,0.183
34428,2021-11-07 17:42:50.240,,,0.163
34429,2021-11-07 17:42:50.280,,,0.146
34430,2021-11-07 17:42:50.320,,,0.118
34431,2021-11-07 17:42:50.360,,,0.094
34432,2021-11-07 17:42:50.400,,,0.074
34433,2021-11-07 17:42:50.440,,,0.065
34434,2021-11-07 17:42:50.480,,,0.067
34435,2021-11-07 17:42:50.520,,,0.089
34436,2021-11-07 17:42:50.560,,,0.112
34437,2021-11-07 17:42:50.600,,,0.156
34438,2021-11-07 17:42:50.640,,,0.201
34439,2021-11-07 17:42:50.680,,,0.254
34440,2021-11-07 17:42:50.720,,,0.27
34441,2021-11-07 17:42:50.760,,,0.292
34442,2021-11-07 17:42:50.800,,,0.324
34443,2021-11-07 17:42:50.840,,,0.322
34444,2021-11-07 17:42:50.880,,,0.326
34445,2021-11-07 17:42:50.920,,,0.331
34446,2021-11-07 17:42:50.960,,,0.337
34447,2021-11-07 17:42:51.000,,,0.343
34448,2021-11-07 17:42:51.040,,,0.328
34449,2021-11-07 17:42:51.080,,,0.293
34450,2021-11-07 17:42:51.120,,,0.26
34451,2021-11-07 17:42:51.160,,,0.237
34452,2021-11-07 17:42:51.200,,,0.245
34453,2021-11-07 17:42:51.240,,,0.267
34454,2021-11-07 17:42:51.280,,,0.318
34455,2021-11-07 17:42:51.320,,,0.381
34456,2021-11-07 17:42:51.360,,,0.443
34457,2021-11-07 17:42:51.400,,,0.503
34458,2021-11-07 17:42:51.440,,,0.563
34459,2021-11-07 17:42:51.480,,,0.577
34460,2021-11-07 17:42:51.520,,,0.59
34461,2021-11-07 17:42:51.560,,,0.617
34462,2021-11-07 17:42:51.600,,,0.647
34463,2021-11-07 17:42:51.640,,,0.689
34464,2021-11-07 17:42:51.680,,,0.738
34465,2021-11-07 17:42:51.720,,,0.771
34466,2021-11-07 17:42:51.760,,,0.808
34467,2021-11-07 17:42:51.800,,,0.845
34468,2021-11-07 17:42:51.840,,,0.867
34469,2021-11-07 17:42:51.880,,,0.882
34470,2021-11-07 17:42:51.920,,,0.898
34471,2021-11-07 17:42:51.960,,,0.913
34472,2021-11-07 17:42:52.000,,,0.927
34473,2021-11-07 17:42:52.040,,,0.942
34474,2021-11-07 17:42:52.080,,,0.957
34475,2021-11-07 17:42:52.120,,,0.98
34476,2021-11-07 17:42:52.160,,,1.002
34477,2021-11-07 17:42:52.200,,,1.047
34478,2021-11-07 17:42:52.240,,,1.092
34479,2021-11-07 17:42:52.280,,,1.137
34480,2021-11-07 17:42:52.320,,,1.181
34481,2021-11-07 17:42:52.360,,,1.218
34482,2021-11-07 17:42:52.400,,,1.265
34483,2021-11-07 17:42:52.440,,,1.31
34484,2021-11-07 17:42:52.480,,,1.362
34485,2021-11-07 17:42:52.520,,,1.434
34486,2021-11-07 17:42:52.560,,,1.426
34487,2021-11-07 17:42:52.600,,,1.399
34488,2021-11-07 17:42:52.640,,,1.364
34489,2021-11-07 17:42:52.680,,,1.332
34490,2021-11-07 17:42:52.720,,,1.287
34491,2021-11-07 17:42:52.760,,,1.296
34492,2021-11-07 17:42:52.800,,,1.326
34493,2021-11-07 17:42:52.840,,,1.357
34494,2021-11-07 17:42:52.880,,,1.386
34495,2021-11-07 17:42:52.920,,,1.422
34496,2021-11-07 17:42:52.960,,,1.461
34497,2021-11-07 17:42:53.000,,,1.44
34498,2021-11-07 17:42:53.040,,,1.419
34499,2021-11-07 17:42:53.080,,,1.398
34500,2021-11-07 17:42:53.120,,,1.378
34501,2021-11-07 17:42:53.160,,,1.358
34502,2021-11-07 17:42:53.200,,,1.33
34503,2021-11-07 17:42:53.240,,,1.351
34504,2021-11-07 17:42:53.280,,,1.37
34505,2021-11-07 17:42:53.320,,,1.39
34506,2021-11-07 17:42:53.360,,,1.41
34507,2021-11-07 17:42:53.400,,,1.43
34508,2021-11-07 17:42:53.440,,,1.45
34509,2021-11-07 17:42:53.480,,,1.471
34510,2021-11-07 17:42:53.520,,,1.492
34511,2021-11-07 17:42:53.560,,,1.515
34512,2021-11-07 17:42:53.600,,,1.542
34513,2021-11-07 17:42:53.640,,,1.561
34514,2021-11-07 17:42:53.680,,,1.58
34515,2021-11-07 17:42:53.720,,,1.558
34516,2021-11-07 17:42:53.760,,,1.532
34517,2021-11-07 17:42:53.800,,,1.504
34518,2021-11-07 17:42:53.840,,,1.477
34519,2021-11-07 17:42:53.880,,,1.45
34520,2021-11-07 17:42:53.920,,,1.424
34521,2021-11-07 17:42:53.960,,,1.399
34522,2021-11-07 17:42:54.000,,,1.373
34523,2021-11-07 17:42:54.040,,,1.35
34524,2021-11-07 17:42:54.080,,,1.328
34525,2021-11-07 17:42:54.120,,,1.307
34526,2021-11-07 17:42:54.160,,,1.286
34527,2021-11-07 17:42:54.200,,,1.265
34528,2021-11-07 17:42:54.240,,,1.245
34529,2021-11-07 17:42:54.280,,,1.23
34530,2021-11-07 17:42:54.320,,,1.218
34531,2021-11-07 17:42:54.360,,,1.207
34532,2021-11-07 17:42:54.400,,,1.197
34533,2021-11-07 17:42:54.440,,,1.227
34534,2021-11-07 17:42:54.480,,,1.256
34535,2021-11-07 17:42:54.520,,,1.278
34536,2021-11-07 17:42:54.560,,,1.304
34537,2021-11-07 17:42:54.600,,,1.329
34538,2021-11-07 17:42:54.640,,,1.354
34539,2021-11-07 17:42:54.680,,,1.377
34540,2021-11-07 17:42:54.720,,,1.395
34541,2021-11-07 17:42:54.760,,,1.425
34542,2021-11-07 17:42:54.800,,,1.464
34543,2021-11-07 17:42:54.840,,,1.502
34544,2021-11-07 17:42:54.880,,,1.533
34545,2021-11-07 17:42:54.920,,,1.565
34546,2021-11-07 17:42:54.960,,,1.608
34547,2021-11-07 17:42:55.000,,,1.647
34548,2021-11-07 17:42:55.040,,,1.641
34549,2021-11-07 17:42:55.080,,,1.636
34550,2021-11-07 17:42:55.120,,,1.632
34551,2021-11-07 17:42:55.160,,,1.621
34552,2021-11-07 17:42:55.200,,,1.661
34553,2021-11-07 17:42:55.240,,,1.693
34554,2021-11-07 17:42:55.280,,,1.725
34555,2021-11-07 17:42:55.320,,,1.758
34556,2021-11-07 17:42:55.360,,,1.808
34557,2021-11-07 17:42:55.400,,,1.787
34558,2021-11-07 17:42:55.440,,,1.759
34559,2021-11-07 17:42:55.480,,,1.743
34560,2021-11-07 17:42:55.520,,,1.727
34561,2021-11-07 17:42:55.560,,,1.706
34562,2021-11-07 17:42:55.600,,,1.676
34563,2021-11-07 17:42:55.640,,,1.658
34564,2021-11-07 17:42:55.680,,,1.639
34565,2021-11-07 17:42:55.720,,,1.628
34566,2021-11-07 17:42:55.760,,,1.629
34567,2021-11-07 17:42:55.800,,,1.631
34568,2021-11-07 17:42:55.840,,,1.636
34569,2021-11-07 17:42:55.880,,,1.672
34570,2021-11-07 17:42:55.920,,,1.713
34571,2021-11-07 17:42:55.960,,,1.744
34572,2021-11-07 17:42:56.000,,,1.768
34573,2021-11-07 17:42:56.040,,,1.801
34574,2021-11-07 17:42:56.080,,,1.833
34575,2021-11-07 17:42:56.120,,,1.863
34576,2021-11-07 17:42:56.160,,,1.89
34577,2021-11-07 17:42:56.200,,,1.913
34578,2021-11-07 17:42:56.240,,,1.932
34579,2021-11-07 17:42:56.280,,,1.941
34580,2021-11-07 17:42:56.320,,,1.951
34581,2021-11-07 17:42:56.360,,,1.961
34582,2021-11-07 17:42:56.400,,,1.968
34583,2021-11-07 17:42:56.440,,,1.972
34584,2021-11-07 17:42:56.480,,,1.976
34585,2021-11-07 17:42:56.520,,,1.981
34586,2021-11-07 17:42:56.560,,,1.983
34587,2021-11-07 17:42:56.600,,,1.987
34588,2021-11-07 17:42:56.640,,,1.993
34589,2021-11-07 17:42:56.680,,,2.001
34590,2021-11-07 17:42:56.720,,,2.01
34591,2021-11-07 17:42:56.760,,,2.025
34592,2021-11-07 17:42:56.800,,,2.041
34593,2021-11-07 17:42:56.840,,,2.057
34594,2021-11-07 17:42:56.880,,,2.073
34595,2021-11-07 17:42:56.920,,,2.089
34596,2021-11-07 17:42:56.960,,,2.105
34597,2021-11-07 17:42:57.000,,,2.121
34598,2021-11-07 17:42:57.040,,,2.139
34599,2021-11-07 17:42:57.080,,,2.158
34600,2021-11-07 17:42:57.120,,,2.179
34601,2021-11-07 17:42:57.160,,,2.201
34602,2021-11-07 17:42:57.200,,,2.222
34603,2021-11-07 17:42:57.240,,,2.245
34604,2021-11-07 17:42:57.280,,,2.268
34605,2021-11-07 17:42:57.320,,,2.291
34606,2021-11-07 17:42:57.360,,,2.314
34607,2021-11-07 17:42:57.400,,,2.338
34608,2021-11-07 17:42:57.440,,,2.362
34609,2021-11-07 17:42:57.480,,,2.388
34610,2021-11-07 17:42:57.520,,,2.412
34611,2021-11-07 17:42:57.560,,,2.436
34612,2021-11-07 17:42:57.600,,,2.453
34613,2021-11-07 17:42:57.640,,,2.469
34614,2021-11-07 17:42:57.680,,,2.484
34615,2021-11-07 17:42:57.720,,,2.499
34616,2021-11-07 17:42:57.760,,,2.513
34617,2021-11-07 17:42:57.800,,,2.528
34618,2021-11-07 17:42:57.840,,,2.497
34619,2021-11-07 17:42:57.880,,,2.468
34620,2021-11-07 17:42:57.920,,,2.439
34621,2021-11-07 17:42:57.960,,,2.41
34622,2021-11-07 17:42:58.000,,,2.379
34623,2021-11-07 17:42:58.040,,,2.349
34624,2021-11-07 17:42:58.080,,,2.321
34625,2021-11-07 17:42:58.120,,,2.286
34626,2021-11-07 17:42:58.160,,,2.313
34627,2021-11-07 17:42:58.200,,,2.34
34628,2021-11-07 17:42:58.240,,,2.367
34629,2021-11-07 17:42:58.280,,,2.395
34630,2021-11-07 17:42:58.320,,,2.424
34631,2021-11-07 17:42:58.360,,,2.466
34632,2021-11-07 17:42:58.400,,,2.454
34633,2021-11-07 17:42:58.440,,,2.446
34634,2021-11-07 17:42:58.480,,,2.44
34635,2021-11-07 17:42:58.520,,,2.426
34636,2021-11-07 17:42:58.560,,,2.412
34637,2021-11-07 17:42:58.600,,,2.401
34638,2021-11-07 17:42:58.640,,,2.389
34639,2021-11-07 17:42:58.680,,,2.376
34640,2021-11-07 17:42:58.720,,,2.363
34641,2021-11-07 17:42:58.760,,,2.349
34642,2021-11-07 17:42:58.800,,,2.336
34643,2021-11-07 17:42:58.840,,,2.331
34644,2021-11-07 17:42:58.880,,,2.338
34645,2021-11-07 17:42:58.920,,,2.347
34646,2021-11-07 17:42:58.960,,,2.362
34647,2021-11-07 17:42:59.000,,,2.38
34648,2021-11-07 17:42:59.040,,,2.403
34649,2021-11-07 17:42:59.080,,,2.436
34650,2021-11-07 17:42:59.120,,,2.442
34651,2021-11-07 17:42:59.160,,,2.45
34652,2021-11-07 17:42:59.200,,,2.461
34653,2021-11-07 17:42:59.240,,,2.49
34654,2021-11-07 17:42:59.280,,,2.518
34655,2021-11-07 17:42:59.320,,,2.538
34656,2021-11-07 17:42:59.360,,,2.558
34657,2021-11-07 17:42:59.400,,,2.547
34658,2021-11-07 17:42:59.440,,,2.536
34659,2021-11-07 17:42:59.480,,,2.526
34660,2021-11-07 17:42:59.520,,,2.526
34661,2021-11-07 17:42:59.560,,,2.507
34662,2021-11-07 17:42:59.600,,,2.489
34663,2021-11-07 17:42:59.640,,,2.472
34664,2021-11-07 17:42:59.680,,,2.482
34665,2021-11-07 17:42:59.720,,,2.444
34666,2021-11-07 17:42:59.760,,,2.407
34667,2021-11-07 17:42:59.800,,,2.37
34668,2021-11-07 17:42:59.840,,,2.334
34669,2021-11-07 17:42:59.880,,,2.291
34670,2021-11-07 17:42:59.920,,,2.217
34671,2021-11-07 17:42:59.960,,,2.187
34672,2021-11-07 17:43:00.000,,,2.174
34673,2021-11-07 17:43:00.040,,,2.168
34674,2021-11-07 17:43:00.080,,,2.162
34675,2021-11-07 17:43:00.120,,,2.157
34676,2021-11-07 17:43:00.160,,,2.173
34677,2021-11-07 17:43:00.200,,,2.187
34678,2021-11-07 17:43:00.240,,,2.2
34679,2021-11-07 17:43:00.280,,,2.221
34680,2021-11-07 17:43:00.320,,,2.241
34681,2021-11-07 17:43:00.360,,,2.269
34682,2021-11-07 17:43:00.400,,,2.293
34683,2021-11-07 17:43:00.440,,,2.317
34684,2021-11-07 17:43:00.480,,,2.339
34685,2021-11-07 17:43:00.520,,,2.37
34686,2021-11-07 17:43:00.560,,,2.39
34687,2021-11-07 17:43:00.600,,,2.41
34688,2021-11-07 17:43:00.640,,,2.43
34689,2021-11-07 17:43:00.680,,,2.449
34690,2021-11-07 17:43:00.720,,,2.467
34691,2021-11-07 17:43:00.760,,,2.494
34692,2021-11-07 17:43:00.800,,,2.507
34693,2021-11-07 17:43:00.840,,,2.519
34694,2021-11-07 17:43:00.880,,,2.532
34695,2021-11-07 17:43:00.920,,,2.544
34696,2021-11-07 17:43:00.960,,,2.551
34697,2021-11-07 17:43:01.000,,,2.541
34698,2021-11-07 17:43:01.040,,,2.529
34699,2021-11-07 17:43:01.080,,,2.52
34700,2021-11-07 17:43:01.120,,,2.542
34701,2021-11-07 17:43:01.160,,,2.564
34702,2021-11-07 17:43:01.200,,,2.586
34703,2021-11-07 17:43:01.240,,,2.638
34704,2021-11-07 17:43:01.280,,,2.647
34705,2021-11-07 17:43:01.320,,,2.656
34706,2021-11-07 17:43:01.360,,,2.665
34707,2021-11-07 17:43:01.400,,,2.67
34708,2021-11-07 17:43:01.440,,,2.664
34709,2021-11-07 17:43:01.480,,,2.656
34710,2021-11-07 17:43:01.520,,,2.647
34711,2021-11-07 17:43:01.560,,,2.64
34712,2021-11-07 17:43:01.600,,,2.633
34713,2021-11-07 17:43:01.640,,,2.63
34714,2021-11-07 17:43:01.680,,,2.631
34715,2021-11-07 17:43:01.720,,,2.638
34716,2021-11-07 17:43:01.760,,,2.644
34717,2021-11-07 17:43:01.800,,,2.649
34718,2021-11-07 17:43:01.840,,,2.656
34719,2021-11-07 17:43:01.880,,,2.628
34720,2021-11-07 17:43:01.920,,,2.608
34721,2021-11-07 17:43:01.960,,,2.589
34722,2021-11-07 17:43:02.000,,,2.569
34723,2021-11-07 17:43:02.040,,,2.525
34724,2021-11-07 17:43:02.080,,,2.47
34725,2021-11-07 17:43:02.120,,,2.416
34726,2021-11-07 17:43:02.160,,,2.385
34727,2021-11-07 17:43:02.200,,,2.344
34728,2021-11-07 17:43:02.240,,,2.355
34729,2021-11-07 17:43:02.280,,,2.354
34730,2021-11-07 17:43:02.320,,,2.352
34731,2021-11-07 17:43:02.360,,,2.351
34732,2021-11-07 17:43:02.400,,,2.35
34733,2021-11-07 17:43:02.440,,,2.353
34734,2021-11-07 17:43:02.480,,,2.355
34735,2021-11-07 17:43:02.520,,,2.358
34736,2021-11-07 17:43:02.560,,,2.36
34737,2021-11-07 17:43:02.600,,,2.389
34738,2021-11-07 17:43:02.640,,,2.433
34739,2021-11-07 17:43:02.680,,,2.477
34740,2021-11-07 17:43:02.720,,,2.52
34741,2021-11-07 17:43:02.760,,,2.562
34742,2021-11-07 17:43:02.800,,,2.605
34743,2021-11-07 17:43:02.840,,,2.646
34744,2021-11-07 17:43:02.880,,,2.691
34745,2021-11-07 17:43:02.920,,,2.709
34746,2021-11-07 17:43:02.960,,,2.698
34747,2021-11-07 17:43:03.000,,,2.687
34748,2021-11-07 17:43:03.040,,,2.676
34749,2021-11-07 17:43:03.080,,,2.665
34750,2021-11-07 17:43:03.120,,,2.652
34751,2021-11-07 17:43:03.160,,,2.627
34752,2021-11-07 17:43:03.200,,,2.601
34753,2021-11-07 17:43:03.240,,,2.576
34754,2021-11-07 17:43:03.280,,,2.551
34755,2021-11-07 17:43:03.320,,,2.527
34756,2021-11-07 17:43:03.360,,,2.5
34757,2021-11-07 17:43:03.400,,,2.465
34758,2021-11-07 17:43:03.440,,,2.411
34759,2021-11-07 17:43:03.480,,,2.368
34760,2021-11-07 17:43:03.520,,,2.348
34761,2021-11-07 17:43:03.560,,,2.329
34762,2021-11-07 17:43:03.600,,,2.335
34763,2021-11-07 17:43:03.640,,,2.354
34764,2021-11-07 17:43:03.680,,,2.373
34765,2021-11-07 17:43:03.720,,,2.393
34766,2021-11-07 17:43:03.760,,,2.428
34767,2021-11-07 17:43:03.800,,,2.393
34768,2021-11-07 17:43:03.840,,,2.352
34769,2021-11-07 17:43:03.880,,,2.34
34770,2021-11-07 17:43:03.920,,,2.329
34771,2021-11-07 17:43:03.960,,,2.317
34772,2021-11-07 17:43:04.000,,,2.31
34773,2021-11-07 17:43:04.040,,,2.304
34774,2021-11-07 17:43:04.080,,,2.299
34775,2021-11-07 17:43:04.120,,,2.295
34776,2021-11-07 17:43:04.160,,,2.292
34777,2021-11-07 17:43:04.200,,,2.277
34778,2021-11-07 17:43:04.240,,,2.248
34779,2021-11-07 17:43:04.280,,,2.219
34780,2021-11-07 17:43:04.320,,,2.176
34781,2021-11-07 17:43:04.360,,,2.175
34782,2021-11-07 17:43:04.400,,,2.174
34783,2021-11-07 17:43:04.440,,,2.183
34784,2021-11-07 17:43:04.480,,,2.222
34785,2021-11-07 17:43:04.520,,,2.26
34786,2021-11-07 17:43:04.560,,,2.298
34787,2021-11-07 17:43:04.600,,,2.345
34788,2021-11-07 17:43:04.640,,,2.346
34789,2021-11-07 17:43:04.840,,,
34790,2021-11-07 17:43:05.082,,,
34791,2021-11-07 17:43:05.324,,,
34792,2021-11-07 17:43:05.566,,,
34793,2021-11-07 17:43:05.807,,,
34794,2021-11-07 17:43:06.049,,,
34795,2021-11-07 17:43:06.281,,,
34796,2021-11-07 17:43:06.522,,,
34797,2021-11-07 17:43:06.764,,,
34798,2021-11-07 17:43:07.006,,,
34799,2021-11-07 17:43:07.248,,,
34800,2021-11-07 17:43:07.489,,,
34801,2021-11-07 17:43:07.721,,,
34802,2021-11-07 17:43:07.963,,,
34803,2021-11-07 17:43:08.205,,,
34804,2021-11-07 17:43:08.446,,,
34805,2021-11-07 17:43:08.688,,,
34806,2021-11-07 17:43:08.930,,,
34807,2021-11-07 17:43:09.162,,,
34808,2021-11-07 17:43:09.403,,,
34809,2021-11-07 17:43:09.645,,,
34810,2021-11-07 17:43:09.960,,,2.018
34811,2021-11-07 17:43:10.000,,,2.011
34812,2021-11-07 17:43:10.209,,,
